chequeo,severidad,ambito,anio,entidad,cultivo,valor,detalle,accion_propuesta
B2_valor_implicito_alto,alta,emision,2019,JALISCO,PIMIENTO MORON,1165661,"1,165,661 MXN/ha (sup 134 ha; suma 156,594,868): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,JALISCO,TOMATE,486838,"486,838 MXN/ha (sup 252 ha; suma 122,775,602): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,JALISCO,ZARZAMORA,413706,"413,706 MXN/ha (sup 176 ha; suma 72,936,433): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,MEXICO,ROSAL,1393083,"1,393,083 MXN/ha (sup 15 ha; suma 21,286,304): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,MEXICO,TOMATE,547053,"547,053 MXN/ha (sup 23 ha; suma 12,844,795): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,MICHOACAN,ARANDANO,416449,"416,449 MXN/ha (sup 90 ha; suma 37,509,582): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,MICHOACAN,TOMATE,1062452,"1,062,452 MXN/ha (sup 157 ha; suma 167,091,860): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,MORELOS,HIGUERA,1379120,"1,379,120 MXN/ha (sup 24 ha; suma 33,098,871): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,MORELOS,TOMATE,596151,"596,151 MXN/ha (sup 98 ha; suma 58,422,804): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,NAYARIT,ARANDANO,562794,"562,794 MXN/ha (sup 27 ha; suma 15,167,293): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,NAYARIT,PEPINO,527228,"527,228 MXN/ha (sup 23 ha; suma 12,142,061): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,NUEVO LEON,PAPAYO,203704,"203,704 MXN/ha (sup 10 ha; suma 2,037,040): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,NUEVO LEON,TOMATE,414718,"414,718 MXN/ha (sup 113 ha; suma 47,000,002): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,OAXACA,TOMATE,672299,"672,299 MXN/ha (sup 43 ha; suma 28,734,058): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,PUEBLA,TOMATE,541832,"541,832 MXN/ha (sup 151 ha; suma 81,789,470): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,QUERETARO,ARANDANO,586895,"586,895 MXN/ha (sup 31 ha; suma 18,193,750): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,QUERETARO,PEPINO,376490,"376,490 MXN/ha (sup 33 ha; suma 12,269,825): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,QUERETARO,PIMIENTO MORON,701329,"701,329 MXN/ha (sup 20 ha; suma 13,900,346): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,QUERETARO,TOMATE,9908109,"9,908,109 MXN/ha (sup 33 ha; suma 326,967,590): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SAN LUIS POTOSI,TOMATE,742225,"742,225 MXN/ha (sup 114 ha; suma 84,546,800): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SINALOA,CHILE,216182,"216,182 MXN/ha (sup 2,188 ha; suma 472,979,748): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,SINALOA,FRAMBUESA,1300000,"1,300,000 MXN/ha (sup 19 ha; suma 24,700,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,SINALOA,FRAMBUESA ROJA,1300000,"1,300,000 MXN/ha (sup 20 ha; suma 26,000,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SINALOA,PEPINO,344626,"344,626 MXN/ha (sup 447 ha; suma 154,161,645): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SINALOA,PIMIENTO MORON,228034,"228,034 MXN/ha (sup 648 ha; suma 147,674,915): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SONORA,PIMIENTO MORON,208872,"208,872 MXN/ha (sup 545 ha; suma 113,826,838): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,SONORA,TOMATE,271548,"271,548 MXN/ha (sup 587 ha; suma 159,444,896): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,TAMAULIPAS,TOMATE,646460,"646,460 MXN/ha (sup 12 ha; suma 7,434,287): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,YUCATAN,CHILE HABANERO,606667,"606,667 MXN/ha (sup 38 ha; suma 23,053,333): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2019,ZACATECAS,COL,205912,"205,912 MXN/ha (sup 12 ha; suma 2,473,003): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2019,ZACATECAS,TOMATE,1073841,"1,073,841 MXN/ha (sup 39 ha; suma 41,879,784): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,AGUASCALIENTES,COL,215714,"215,714 MXN/ha (sup 28 ha; suma 6,145,691): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,BAJA CALIFORNIA,FRAMBUESA,281807,"281,807 MXN/ha (sup 220 ha; suma 61,994,642): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,BAJA CALIFORNIA,FRESA,233898,"233,898 MXN/ha (sup 462 ha; suma 108,061,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,BAJA CALIFORNIA,PALMERA DATILERA,224000,"224,000 MXN/ha (sup 129 ha; suma 28,896,025): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,BAJA CALIFORNIA,PEPINO,363725,"363,725 MXN/ha (sup 154 ha; suma 56,071,879): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,BAJA CALIFORNIA,TOMATE,383889,"383,889 MXN/ha (sup 475 ha; suma 182,450,965): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,CHIAPAS,FRAMBUESA,1886632,"1,886,632 MXN/ha (sup 10 ha; suma 18,866,325): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,CHIAPAS,PAPAYO,213497,"213,497 MXN/ha (sup 576 ha; suma 122,974,227): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,CIUDAD DE MEXICO,TOMATE,11941762,"11,941,762 MXN/ha (sup 21 ha; suma 250,776,992): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,COAHUILA,CHILE,234846,"234,846 MXN/ha (sup 51 ha; suma 11,953,683): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,COAHUILA,HIGUERA,375000,"375,000 MXN/ha (sup 18 ha; suma 6,750,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,COAHUILA,TOMATE,637632,"637,632 MXN/ha (sup 29 ha; suma 18,535,975): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,DURANGO,TOMATE,1138099,"1,138,099 MXN/ha (sup 11 ha; suma 12,519,087): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,ARANDANO,438580,"438,580 MXN/ha (sup 124 ha; suma 54,164,609): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,GUANAJUATO,CHILE,5282340,"5,282,340 MXN/ha (sup 78 ha; suma 414,135,455): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,FRAMBUESA,617297,"617,297 MXN/ha (sup 226 ha; suma 139,218,968): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,FRESA,272313,"272,313 MXN/ha (sup 796 ha; suma 216,663,127): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,OTRO CULTIVO,328973,"328,973 MXN/ha (sup 69 ha; suma 22,560,936): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,PEPINO,973260,"973,260 MXN/ha (sup 62 ha; suma 59,865,205): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,PIMIENTO MORON,901368,"901,368 MXN/ha (sup 84 ha; suma 75,453,509): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,TOMATE,596634,"596,634 MXN/ha (sup 177 ha; suma 105,466,907): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,GUANAJUATO,ZARZAMORA,257245,"257,245 MXN/ha (sup 80 ha; suma 20,656,797): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,HIDALGO,TOMATE,458451,"458,451 MXN/ha (sup 323 ha; suma 148,295,214): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,JALISCO,ARANDANO,2047676,"2,047,676 MXN/ha (sup 531 ha; suma 1,087,684,768): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,JALISCO,FRAMBUESA,611365,"611,365 MXN/ha (sup 946 ha; suma 578,259,141): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,JALISCO,FRESA,290952,"290,952 MXN/ha (sup 21 ha; suma 6,110,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,JALISCO,OTRO CULTIVO,1497355,"1,497,355 MXN/ha (sup 80 ha; suma 119,578,803): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,JALISCO,PIMIENTO MORON,1237084,"1,237,084 MXN/ha (sup 144 ha; suma 178,387,441): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,JALISCO,TOMATE,646886,"646,886 MXN/ha (sup 465 ha; suma 300,815,105): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,JALISCO,ZARZAMORA,474901,"474,901 MXN/ha (sup 281 ha; suma 133,394,974): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,MEXICO,ROSAL,1054653,"1,054,653 MXN/ha (sup 47 ha; suma 49,779,625): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MEXICO,TOMATE,553340,"553,340 MXN/ha (sup 21 ha; suma 11,841,478): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MICHOACAN,ARANDANO,494113,"494,113 MXN/ha (sup 149 ha; suma 73,830,388): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MICHOACAN,FRAMBUESA,373251,"373,251 MXN/ha (sup 71 ha; suma 26,329,125): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MICHOACAN,FRESA,487633,"487,633 MXN/ha (sup 276 ha; suma 134,406,268): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MICHOACAN,OTRO CULTIVO,374000,"374,000 MXN/ha (sup 20 ha; suma 7,480,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MICHOACAN,PEPINO,455244,"455,244 MXN/ha (sup 18 ha; suma 8,194,390): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,MICHOACAN,TOMATE,1042104,"1,042,104 MXN/ha (sup 214 ha; suma 222,968,511): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MORELOS,HIGUERA,469576,"469,576 MXN/ha (sup 71 ha; suma 33,386,875): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,MORELOS,PIMIENTO MORON,1666667,"1,666,667 MXN/ha (sup 18 ha; suma 30,000,002): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,MORELOS,TOMATE,941951,"941,951 MXN/ha (sup 418 ha; suma 393,603,480): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,NAYARIT,ARANDANO,645813,"645,813 MXN/ha (sup 35 ha; suma 22,829,493): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,NAYARIT,FRAMBUESA,598220,"598,220 MXN/ha (sup 10 ha; suma 6,281,308): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,NUEVO LEON,TOMATE,573905,"573,905 MXN/ha (sup 88 ha; suma 50,319,999): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,OAXACA,TOMATE,524040,"524,040 MXN/ha (sup 22 ha; suma 11,712,295): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,PUEBLA,NOPAL,254600,"254,600 MXN/ha (sup 10 ha; suma 2,546,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,PUEBLA,TOMATE,518420,"518,420 MXN/ha (sup 214 ha; suma 110,786,417): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,QUERETARO,ARANDANO,772454,"772,454 MXN/ha (sup 36 ha; suma 27,808,333): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,QUERETARO,FRAMBUESA,439886,"439,886 MXN/ha (sup 62 ha; suma 27,352,111): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,QUERETARO,PIMIENTO MORON,2906592,"2,906,592 MXN/ha (sup 70 ha; suma 203,810,263): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,QUERETARO,TOMATE,10024919,"10,024,919 MXN/ha (sup 107 ha; suma 1,074,170,039): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SAN LUIS POTOSI,TOMATE,750066,"750,066 MXN/ha (sup 106 ha; suma 79,252,023): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,SINALOA,ARANDANO,1152385,"1,152,385 MXN/ha (sup 18 ha; suma 20,812,073): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SINALOA,CHILE,326297,"326,297 MXN/ha (sup 3,155 ha; suma 1,029,553,047): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,SINALOA,FRAMBUESA,1300000,"1,300,000 MXN/ha (sup 16 ha; suma 20,800,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2020,SINALOA,OTRO CULTIVO,4824509,"4,824,509 MXN/ha (sup 39 ha; suma 186,322,556): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SINALOA,PEPINO,422090,"422,090 MXN/ha (sup 391 ha; suma 165,032,864): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SINALOA,PIMIENTO MORON,240269,"240,269 MXN/ha (sup 664 ha; suma 159,658,887): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SINALOA,TOMATE,326299,"326,299 MXN/ha (sup 1,362 ha; suma 444,337,577): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SONORA,CHILE,244369,"244,369 MXN/ha (sup 889 ha; suma 217,146,078): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SONORA,PEPINO,325366,"325,366 MXN/ha (sup 379 ha; suma 123,417,944): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,SONORA,TOMATE,578171,"578,171 MXN/ha (sup 166 ha; suma 95,820,252): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,TAMAULIPAS,TOMATE,646678,"646,678 MXN/ha (sup 12 ha; suma 7,436,793): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,ZACATECAS,PEPINO,301173,"301,173 MXN/ha (sup 11 ha; suma 3,312,902): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2020,ZACATECAS,TOMATE,520342,"520,342 MXN/ha (sup 27 ha; suma 13,841,084): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,AGUASCALIENTES,COL,251429,"251,429 MXN/ha (sup 15 ha; suma 3,854,412): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,FRAMBUESA,330547,"330,547 MXN/ha (sup 303 ha; suma 100,069,887): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,FRESA,284098,"284,098 MXN/ha (sup 327 ha; suma 92,900,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,OTRO CULTIVO,390766,"390,766 MXN/ha (sup 11 ha; suma 4,298,424): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,PALMERA DATILERA,220940,"220,940 MXN/ha (sup 117 ha; suma 25,850,026): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,PEPINO,313046,"313,046 MXN/ha (sup 165 ha; suma 51,662,052): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,TOMATE,314736,"314,736 MXN/ha (sup 378 ha; suma 119,124,535): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA,ZANAHORIA,916080,"916,080 MXN/ha (sup 20 ha; suma 18,321,600): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA SUR,CHILE,201506,"201,506 MXN/ha (sup 97 ha; suma 19,517,841): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA SUR,JICAMA,304433,"304,433 MXN/ha (sup 100 ha; suma 30,443,280): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,BAJA CALIFORNIA SUR,TOMATE,242515,"242,515 MXN/ha (sup 180 ha; suma 43,773,909): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,CHIAPAS,PAPAYO,222000,"222,000 MXN/ha (sup 33 ha; suma 7,326,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COAHUILA,CHILE,214000,"214,000 MXN/ha (sup 27 ha; suma 5,778,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COAHUILA,HIGUERA,375000,"375,000 MXN/ha (sup 18 ha; suma 6,750,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COAHUILA,PAPA,208529,"208,529 MXN/ha (sup 158 ha; suma 33,006,000): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COAHUILA,PIMIENTO MORON,239326,"239,326 MXN/ha (sup 18 ha; suma 4,307,873): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,COAHUILA,TOMATE,1092505,"1,092,505 MXN/ha (sup 69 ha; suma 75,033,222): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COLIMA,PALMA DE COCO,303163,"303,163 MXN/ha (sup 25 ha; suma 7,654,865): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,COLIMA,PAPAYO,223573,"223,573 MXN/ha (sup 210 ha; suma 46,950,318): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,COLIMA,TOMATE,1440636,"1,440,636 MXN/ha (sup 14 ha; suma 19,996,024): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,DURANGO,TOMATE,1152222,"1,152,222 MXN/ha (sup 10 ha; suma 12,098,327): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,ARANDANO,645015,"645,015 MXN/ha (sup 354 ha; suma 228,335,137): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,GUANAJUATO,CHILE,1060325,"1,060,325 MXN/ha (sup 166 ha; suma 176,013,939): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,FRAMBUESA,553812,"553,812 MXN/ha (sup 320 ha; suma 177,435,698): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,FRESA,414561,"414,561 MXN/ha (sup 767 ha; suma 318,137,946): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,GUANAJUATO,LECHUGA,3373712,"3,373,712 MXN/ha (sup 81 ha; suma 272,595,947): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,OTRO CULTIVO,574779,"574,779 MXN/ha (sup 41 ha; suma 23,496,960): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,GUANAJUATO,PEPINO,1114103,"1,114,103 MXN/ha (sup 42 ha; suma 46,524,953): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,GUANAJUATO,PIMIENTO MORON,2376923,"2,376,923 MXN/ha (sup 89 ha; suma 211,902,686): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,TOMATE,693145,"693,145 MXN/ha (sup 103 ha; suma 71,546,398): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,GUANAJUATO,ZARZAMORA,394631,"394,631 MXN/ha (sup 70 ha; suma 27,624,158): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,HIDALGO,CHILE,1128280,"1,128,280 MXN/ha (sup 14 ha; suma 15,479,999): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,HIDALGO,TOMATE,578732,"578,732 MXN/ha (sup 223 ha; suma 128,831,561): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,ARANDANO,740556,"740,556 MXN/ha (sup 478 ha; suma 353,697,159): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,CHILE,226039,"226,039 MXN/ha (sup 191 ha; suma 43,087,602): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,FRAMBUESA,663571,"663,571 MXN/ha (sup 1,549 ha; suma 1,027,930,778): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,FRESA,257872,"257,872 MXN/ha (sup 86 ha; suma 22,089,325): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,JALISCO,OTRO CULTIVO,3096030,"3,096,030 MXN/ha (sup 574 ha; suma 1,778,669,306): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,JALISCO,PIMIENTO MORON,1658957,"1,658,957 MXN/ha (sup 53 ha; suma 88,389,250): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,TOMATE,595910,"595,910 MXN/ha (sup 550 ha; suma 327,702,855): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,JALISCO,ZARZAMORA,453251,"453,251 MXN/ha (sup 281 ha; suma 127,567,474): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,MEXICO,ROSAL,1302084,"1,302,084 MXN/ha (sup 34 ha; suma 44,466,167): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MEXICO,TOMATE,303925,"303,925 MXN/ha (sup 16 ha; suma 4,969,170): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,ARANDANO,486499,"486,499 MXN/ha (sup 159 ha; suma 77,367,897): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,FRAMBUESA,363662,"363,662 MXN/ha (sup 186 ha; suma 67,695,737): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,FRESA,554461,"554,461 MXN/ha (sup 889 ha; suma 492,854,598): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,OTRO CULTIVO,291562,"291,562 MXN/ha (sup 80 ha; suma 23,228,720): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,PEPINO,778668,"778,668 MXN/ha (sup 127 ha; suma 98,890,854): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,PLANTAS ORNAMENTALES,234914,"234,914 MXN/ha (sup 171 ha; suma 40,212,533): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,TOMATE,695009,"695,009 MXN/ha (sup 254 ha; suma 176,560,147): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MICHOACAN,ZARZAMORA,202085,"202,085 MXN/ha (sup 728 ha; suma 147,109,972): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,MORELOS,HIGUERA,356426,"356,426 MXN/ha (sup 47 ha; suma 16,609,440): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,MORELOS,PIMIENTO MORON,1666668,"1,666,668 MXN/ha (sup 54 ha; suma 90,000,068): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,alta,emision,2021,MORELOS,TOMATE,1448611,"1,448,611 MXN/ha (sup 348 ha; suma 504,768,431): posible sub-reporte de superficie o suma inflada",revisar
B2_valor_implicito_alto,media,emision,2021,NAYARIT,ARANDANO,246992,"246,992 MXN/ha (sup 12 ha; suma 2,914,509): posible sub-reporte de superficie o suma inflada",revisar
